1 0.1 4.387 4.379 4.377 4.393 4.385 1000000000
1 0.01 5.486 5.521 5.414 5.478 5.478 1000000
1 0.005 90.437 92.707 96.956 92.398 90.961 2
2 0.1 4.587 4.582 4.595 4.587 4.587 1000000000
2 0.01 9.885 9.294 9.943 9.925 9.891 1000000
2 0.005 115.469 111.511 118.810 119.460 120.670 2
3 0.1 4.380 4.370 4.380 4.371 4.371 1000000000
3 0.01 5.137 5.274 5.126 5.346 5.557 1000000
3 0.005 84.176 90.646 87.757 87.427 90.130 2
